class_id class_name youtube_id imdb_id
0 office 09-K2ec8lyc tt1175709
0 office 1XqI8Lyp21A tt2820852
0 office 1iFQ6IvEQXg tt0272020
0 office 2PjZAeiU7uM tt0458352
0 office 3a6TxHEyLdo tt0274309
0 office 42sANL2ap9A tt0074119
0 office 4qFxfRN75HQ tt0383216
0 office 5tpVvZo9hus tt0375912
0 office 6ZZI6-zh0GM tt0116695
0 office 6pJC0FLA3Sk tt0137523
0 office 7iLdxVgHWlM tt2274570
0 office 8-TDW9Cm3TA tt0321704
0 office 8PALGqaFoFI tt3957956
0 office 9VAkRDPA2fk tt1013753
0 office 9hCHM2Oj1wQ tt0084732
0 office 9k2nstrtUs0 tt0377471
0 office AnPDhq6O8jo tt0116313
0 office BEKzJzaZ0Fk tt0078163
0 office EHmjP1BExPs tt0323944
0 office FAnP3FAu5sU tt1366365
0 office JRLNdcmRcFY tt0440963
0 office LJY_pChREVY tt0265298
0 office NV9oKGj_CcU tt0061791
0 office OViadirUIp8 tt0333780
0 office OkphsYRRJ_0 tt0102951
0 office P-E8ZrQ06go tt0297884
0 office P9Fg8M0JCHE tt0979434
0 office QunxdSWz-Go tt1210801
0 office R5WC60UwB_Y tt0264464
0 office RL_3JEsg994 tt0322259
0 office Ru2Mvkf9dL8 tt0097366
0 office SmLwnNTfwHI tt1231287
0 office SzlHzRvw-MI tt0083739
0 office TUlYMYQD3ZE tt0132477
0 office Ubr_vvAzvtA tt0080895
0 office V7bO0UmtpFs tt0413099
0 office VlfBJLU-8us tt0423977
0 office XECoJa7AU-c tt0114436
0 office ZK4Ly7Ij81o tt0380201
0 office Zh6NzOHOU8s tt0119528
0 office ZxkxWhiTQnc tt0420740
0 office _KXS58EqEHY tt0192071
0 office a2Th8JGsJuo tt0456554
0 office b3z4_gJ5hGU tt0124295
0 office e50yvXvkaeg tt0258068
0 office fFan929BTPE tt0496806
0 office i7iLNcJKoE4 tt0217355
0 office iK0-76FChfk tt0493464
0 office jutOpRQ7Osg tt0120780
0 office l8aozWddbPA tt0413099
0 office l_nlMehIAqk tt0448564
0 office lr7pyggTmmY tt0120912
0 office mS5WLkb_Cxk tt0088846
0 office nD8KtgWozeM tt4786282
0 office nPWRoCkmaQU tt0257044
0 office o4U1GZcMmn0 tt0338564
0 office pHBKmT6eNGw tt0095647
0 office pSzusQmqyxE tt0085384
0 office qOeMwWgruZw tt0420251
0 office qgmcXs02URY tt0376541
0 office qlrpmMPkRUM tt1226753
0 office rry383W_mJU tt1817273
0 office sQ_4m2ocxhI tt0472062
0 office sZTpI9Q71rs tt0456554
0 office u-bWIkGa0QA tt0122151
0 office wmBGdpkagEc tt0102266
0 office y2t3XqFAjt0 tt0476964
0 office yJUGxCV5OiQ tt0363276
0 office yie3IIh0HiQ tt0117318
0 office ylGIAp_-JK8 tt0476964
0 office zE0vrRRohs0 tt0084814
0 office zU19JLG88tA tt2910814
0 office zXmrYueNCC8 tt0333780
1 airport 0PCcz5_8IEI tt0120703
1 airport 3KoW7h3Auf4 tt0113158
1 airport 3QoYCS0iOq4 tt1322312
1 airport 79WfcpXDbg4 tt1024648
1 airport 7P9EEB9Mr18 tt0118689
1 airport 82sgwc-34Cg tt0087231
1 airport D2XKjKc8DKg tt0333766
1 airport E6KKYD3eGlE tt0120831
1 airport FPc4QZqz4ek tt0105793
1 airport GWL0Cj7bAf4 tt0290212
1 airport Kmn7tIRUImY tt0087065
1 airport MXcxWsdjYHA tt0116282
1 airport Mm9Y9JEmekY tt0092605
1 airport MmtvzIGaH1I tt0062765
1 airport N7UtdTiuO3w tt0218967
1 airport NpiIAuEOzmA tt0117128
1 airport O66m3X5mYpU tt0093565
1 airport SJB5InL3g7I tt0421239
1 airport V1bgBW9xx40 tt0091129
1 airport XEsZK8pvveU tt0072890
1 airport ZJF_1LQbKiM tt0116253
1 airport ZgBPFyzsqFg tt0383216
1 airport eXHdqulNiBs tt1245526
1 airport n5PnSNCFBYs tt0367085
1 airport ow3Pf0LSXwc tt5177088
1 airport sFW15hEqZQk tt0264464
1 airport tv_xMisf9oc tt3321300
1 airport unl0GXfJRLA tt1322312
1 airport usWA4j2ED_Q tt0094910
1 airport vdyYR85RNkk tt0077745
1 airport wmFhHU38IhE tt1563738
2 school -7Qoxub52B0 tt4183692
2 school -WrDbBvPN00 tt2626350
2 school -ZlL0LLfjKY tt0110989
2 school -iM3hKlLS5E tt1682181
2 school -w4bcJF68u8 tt0420757
2 school 029Mdp9jYiY tt0838283
2 school 0IWdfqsImMU tt0088128
2 school 0pfqzjPMnoE tt1403981
2 school 0zfQoHORIFc tt1007028
2 school 208MQEPGWLA tt0371246
2 school 2FKPDOpKzDo tt0393162
2 school 2H2c3F_rzqw tt0086856
2 school 2KuNMLOKUXE tt0282120
2 school 2S8FhT1CLOQ tt0189584
2 school 2WF0XgWQles tt2018111
2 school 2son-vLime4 tt0113243
2 school 3QyEUXjHzOc tt3181822
2 school 3WksbH_r10U tt2888046
2 school 3daIUo8UtM4 tt0234137
2 school 3lGZmV8_XxU tt0102768
2 school 4NES9LMRqAc tt0090357
2 school 4QagAGmJcnE tt0332379
2 school 4gAFIGnJ8zk tt0790618
2 school 5DEINY4WTVY tt1592873
2 school 5h2uLkqpVV8 tt4633694
2 school 5ibO5kob3OQ tt0098554
2 school 5nvZCMkXEFw tt1583420
2 school 5poOduTF5pM tt0433386
2 school 5wxD59EtYks tt0090713
2 school 6vNGX3c03gM tt0112508
2 school 7X47UIYChis tt0226009
2 school 7_WLSh7GE9I tt0098067
2 school 7ghEs2R68XE tt1325004
2 school 7n1uwzYOBa0 tt0082766
2 school 7y8pbljhMQs tt1682181
2 school 8CZcZ_b-Cmg tt0101635
2 school 8lsl4cNrpzI tt0162346
2 school 95XSvfimW_E tt0372824
2 school 9glAGvMjZiw tt2097307
2 school 9qmOMFvxI2I tt1932767
2 school AHjOZLikqoM tt1956620
2 school ASP2K-sFud0 tt0192071
2 school AgCF4dXv2JE tt0097758
2 school AoHVBb8Bc_4 tt2693580
2 school ArnlIuuyPJ0 tt5022872
2 school B1OK0eWfDB8 tt1582465
2 school B3oSlrpSf8k tt0961722
2 school BG6uMsq8PPs tt1078940
2 school BV1Nyf_u1AA tt0036098
2 school BdOG2-Gn044 tt1262416
2 school BkVDaT2FTM8 tt0325258
2 school Bmxi1VgTb-I tt1172060
2 school C0KLb_v50-k tt0451279
2 school C1kZTfHldfY tt0089560
2 school CR462LcwVBU tt0090713
2 school Cb1Pbk3gQSM tt0190138
2 school CmUXU3VLgGI tt5610554
2 school D2l0Qk_lxo0 tt3250590
2 school DGW436DH8Yw tt6772950
2 school EOQeU_6vbeg tt0117008
2 school EVvEtTyJYCo tt0301470
2 school EauDkPyyz8I tt0948470
2 school Ece-FTMuKFU tt0479500
2 school EgIkHYVwNrM tt0116743
2 school FPBY03u-5Zg tt0372334
2 school FQH9s2dJe50 tt0385307
2 school FaH-7N7iRjI tt0227005
2 school FhPUGeCMKCE tt0332379
2 school FrisJJ0G4N8 tt0210070
2 school FtZb1Kbh2qY tt0068767
2 school GXZ-NAPnfsw tt0300051
2 school GZJ6sC4nKNc tt0102555
2 school GzeNMZcP8Xg tt0088128
2 school IEOqAlmq2NU tt0325258
2 school IIBg9UQ_mMU tt0074285
2 school IeRLdVndLpM tt0167427
2 school KAeAqaA0Llg tt0264464
2 school KW23B9uZBVE tt0463034
2 school KhtepI51wuo tt1850457
2 school KvVR17L6j0E tt0077597
2 school KzWronMcXR8 tt0161100
2 school M8LDQ6M_CBs tt0282120
2 school MVqK6wNkSxA tt0087985
2 school MXkFgmQ2O-Q tt0106598
2 school NY8m6lManpQ tt0454945
2 school NxrAVHpoBs4 tt5610554
2 school PCID_Jg1Djo tt0118849
2 school PUo-B7AEAWY tt0961722
2 school QEQp25xImoA tt1571249
2 school QH2Z3rBA9C4 tt1068242
2 school QKEMn5rTRL4 tt0282120
2 school QbMcPeuQsfE tt1623288
2 school QfS7XUWUgL0 tt0848557
2 school RsGRrlK84zM tt2267858
2 school SZCtfLaCWO0 tt2923316
2 school SfN8z2mHAmw tt1270792
2 school SwPPG_B3ArY tt0103956
2 school SyNzTdVQIno tt0426592
2 school TUw1XgBLILA tt0403702
2 school Tcnr8WoHAOI tt4542660
2 school TfsGgp4go6k tt2531344
2 school U2_h-EFlztY tt0086567
2 school U8VDmQw-FAo tt1592873
2 school UCehCmHzBzw tt0437800
2 school UW-Y3QyK-aU tt0094138
2 school V7yhBe0E85E tt1250777
2 school VBLIuICtHuo tt1282140
2 school VSjHX4LO35c tt1237838
2 school VZpMlm4xYG4 tt0377092
2 school VbfjIg31aE0 tt0372824
2 school VlMy5-BAjzo tt0332375
2 school VyLZlTLEY4U tt0192071
2 school WASIZITWvZs tt0486259
2 school WPYqRaOm1ak tt0377092
2 school WmD1a_N83ZM tt0068767
2 school Wvyi2PEVFcQ tt0117283
2 school XFK5SV1-Pzg tt2322441
2 school XPEWBEa8pqg tt0089886
2 school XqSYC_vwhDg tt0107048
2 school Y3Y3HySArOU tt0282209
2 school Y6jBV4wDoO4 tt0083739
2 school YC65XWrNn4s tt0212235
2 school YZ11hDE35QQ tt0090142
2 school Z0sFhnkRCsQ tt3281548
2 school Z6XIGZ51VMo tt0106677
2 school ZE5ddEN5Nbk tt1232829
2 school ZKTMxF2PrHM tt0120696
2 school ZoL1epfoq-g tt0451279
2 school _IdlZCqJ8kk tt1007028
2 school _ghkHlthIqM tt0314331
2 school a8cviBPaWJ0 tt1179056
