class_id class_name youtube_id imdb_id
0 Comedy -5Rohhkg-7k tt0384680
0 Comedy -9xP6hMwNy4 tt0104567
0 Comedy -IZv4Jfl6ZQ tt0144715
0 Comedy -NeY5tqk1N8 tt0838283
0 Comedy -Nzbwerwks8 tt1068242
0 Comedy -QNxYSDdpig tt0449059
0 Comedy -ZlL0LLfjKY tt0110989
0 Comedy -h62m4d4MmA tt0103850
0 Comedy -kHMOXNsE2k tt0367652
0 Comedy -rkhqMzCUnA tt0048380
0 Comedy -w9kof4SQp4 tt0384793
0 Comedy -zLOrCQ0BpQ tt0175142
0 Comedy 009tNfQRd4o tt0120601
0 Comedy 01ClRWyf9I4 tt0112642
0 Comedy 029Mdp9jYiY tt0838283
0 Comedy 05s6W7dLEbY tt0113464
0 Comedy 07YuuA_2O9w tt0388500
0 Comedy 0CQi2Bb7WE8 tt0388500
0 Comedy 0DFBoLZC3Bw tt0445934
0 Comedy 0GCwhGQEZ90 tt1232200
0 Comedy 0IL5GIcAS70 tt0849470
0 Comedy 0PcN_4_J6b8 tt0757361
0 Comedy 0QLGAhQDgsE tt0185431
0 Comedy 0X0-NpZpx6U tt1596363
0 Comedy 0XOzPjsD_ec tt0252866
0 Comedy 0XesK2hB_Wk tt0333780
0 Comedy 0eBehC1Ky8c tt0929618
0 Comedy 0huG2wHLCGA tt0305556
0 Comedy 0jTSJ6NK6-4 tt0449059
0 Comedy 0oFdsgLP8n8 tt0058586
0 Comedy 0pxJFZ8HRV8 tt0326856
0 Comedy 0yOwWkbamyM tt0101615
0 Comedy 17MyPrAEQ28 tt0031679
0 Comedy 1GbNS7IcCj0 tt0061791
0 Comedy 1GiYwJRA2NA tt0066448
0 Comedy 1Oetxnq_OG4 tt0103850
0 Comedy 1PRZi8t38OQ tt0060921
0 Comedy 1PwmcgK9qno tt0101587
0 Comedy 1QC88NQZM-8 tt0106379
0 Comedy 1RIOFzhufm8 tt0825232
0 Comedy 1VkkHqm3q14 tt0115738
0 Comedy 1ZVwo_elP7Y tt0349205
0 Comedy 1_-RGLVHmOA tt0361411
0 Comedy 1_GUmXl_dcg tt0107492
0 Comedy 1d8oqIXtjdo tt0093148
0 Comedy 1itYlP2GpI8 tt0120601
0 Comedy 1j4ITRCTJL4 tt0101587
0 Comedy 1p8rDhTaegs tt0052896
0 Comedy 1sz2oWajICY tt1068242
0 Comedy 2Fy8vK7IGIs tt0238924
0 Comedy 2I5V3zd1J8M tt1477855
0 Comedy 2JMmof1eg1s tt0837562
0 Comedy 2heRUn56wrg tt0090856
0 Comedy 2jgk4c5V3b4 tt0822832
0 Comedy 2v-VkDiUm0Y tt0112572
0 Comedy 2vIINq7m10Q tt0104009
0 Comedy 332NO4_03vU tt0367232
0 Comedy 3FG9eGmAPeY tt0492389
0 Comedy 3FOUAKr22K4 tt0388500
0 Comedy 3SiGgXIYppA tt1078940
0 Comedy 3TAoWo3kBkw tt0089017
0 Comedy 3a6TxHEyLdo tt0274309
0 Comedy 3c6F_0KpK3k tt0120148
0 Comedy 3eGHDodwIZI tt0362590
0 Comedy 3hOO0D1rH-w tt0104009
0 Comedy 3nRy9hw7tr0 tt0460732
0 Comedy 3ohBUYQJflU tt0079367
0 Comedy 3p1rb_t2Jg4 tt1127896
0 Comedy 428tr8ixT3Q tt1323594
0 Comedy 4L62b92Prk0 tt0367085
0 Comedy 4PXcUkIkulo tt0119215
0 Comedy 4TSoSMLHTi0 tt0477139
0 Comedy 4XKZFS7EoCU tt1232200
0 Comedy 4_Anuo4_Tlo tt1226229
0 Comedy 4ega5Rcct2s tt0098546
0 Comedy 51y64KtGGRI tt1253596
0 Comedy 58uMOyQcvms tt0305556
0 Comedy 5KaMqmlEcJQ tt0096787
0 Comedy 5SrayNqew08 tt0349205
0 Comedy 5WGQCJmdEoM tt0120831
0 Comedy 5Xbdu0wnun4 tt1605630
0 Comedy 5ckqhebte9o tt0066448
0 Comedy 5dxhOkrjfuA tt0406650
0 Comedy 5gN8YA_xeY8 tt0310281
0 Comedy 5m9Bf48pWc0 tt0423294
0 Comedy 5smoo7ipoc0 tt0118826
0 Comedy 5t_tgiWatvs tt0257106
0 Comedy 5tbx8osZ87M tt0218967
0 Comedy 6U4-KZSoe6g tt0120382
0 Comedy 6n99ZpSgKg4 tt1033575
0 Comedy 6p6tevRcEXY tt0804452
0 Comedy 6wN78_E4AAs tt0131857
0 Comedy 71pIZ76YvR4 tt0427152
0 Comedy 73LReedA7N4 tt0412019
0 Comedy 78IG1HROeoc tt0251075
0 Comedy 79HayHaaXDE tt0052896
0 Comedy 7FOk4bCAQhc tt0838283
0 Comedy 7RD-I8AOf10 tt0117802
0 Comedy 7VO2NcQl2-g tt0063374
0 Comedy 7b9sNVUPFyM tt0361411
0 Comedy 7bFIUJ_voCs tt0103786
0 Comedy 7rGY9Tw2hSw tt0108149
0 Comedy 7v6zdWNRtLI tt0115738
0 Comedy 7wniAznxp08 tt0100519
0 Comedy 7ynMrmloUVA tt0051745
0 Comedy 8391icf7iLk tt0268126
0 Comedy 83LNTbeatHE tt0112431
0 Comedy 85cnCW_4LIc tt1068242
0 Comedy 87w655s3xKc tt0119528
0 Comedy 8Ad8rMLFcRo tt1175491
0 Comedy 8DrF70mcr38 tt0090856
0 Comedy 8I5_zsRI4Zo tt0119715
0 Comedy 8JfgfdHNkvg tt0144715
0 Comedy 8Kfr7BvVmlU tt0377818
0 Comedy 8LhpYfjGZvw tt0104694
0 Comedy 8N6q0Yprfwk tt0757361
0 Comedy 8QLB_CGDDPY tt1456635
0 Comedy 8R1OS5jPh2s tt1323594
0 Comedy 8UMJAkQqhcM tt0191133
0 Comedy 8W3_WigxsXs tt0105488
0 Comedy 8rX7fkDLEx0 tt0763831
0 Comedy 8sURhgulh7E tt1578275
0 Comedy 8tnIy3PuDiY tt0479162
0 Comedy 8xBrQp4oZs0 tt0492389
0 Comedy 92h5_0bE8Nk tt1293842
0 Comedy 9B3TN2rEckQ tt0086465
0 Comedy 9BdW5LHQvjM tt0427152
0 Comedy 9Dd423YO56c tt1356864
0 Comedy 9GQZ2hl5oQY tt0299117
