class_id class_name youtube_id imdb_id
0 nm0000229 -wX6_qCCnPc tt0102057
0 nm0000229 02AyhONR_DQ tt0983193
0 nm0000229 0bR6pUOhZo4 tt0408306
0 nm0000229 2h8rH8zxA64 tt0119567
0 nm0000229 2l_IUAcvfv8 tt0181689
0 nm0000229 31lZFoSS-VQ tt0264464
0 nm0000229 3rpHa7RLvc8 tt0118607
0 nm0000229 4qMv02zxgdM tt0078723
0 nm0000229 5M4QWD0U8-A tt0181689
0 nm0000229 6ohgHjQvK5g tt0102057
0 nm0000229 6s8ZEFUSYAI tt0102057
0 nm0000229 8MW3KJUa8FQ tt0075860
0 nm0000229 8MuZATnrE3Y tt0181689
0 nm0000229 8NaBHCuxqhA tt0119567
0 nm0000229 901lYbPmqu4 tt0181689
0 nm0000229 93U_80mhzVk tt0983193
0 nm0000229 9S44kVrFB24 tt0181689
0 nm0000229 9t8iEpdabms tt0119567
0 nm0000229 AL7UDurxc3w tt0119567
0 nm0000229 AwH6-Yh7_SM tt0097576
0 nm0000229 B_YYf8Z4b3Q tt0118607
0 nm0000229 C6hmQwfEmzc tt0102057
0 nm0000229 CToeYdx6SsU tt0408306
0 nm0000229 CYGtLUZg1xA tt0119567
0 nm0000229 DCOm4osfWn8 tt0264464
0 nm0000229 DvS7X6Zik1c tt0181689
0 nm0000229 Ee8NvgURCZs tt0118607
0 nm0000229 FcqC3ZIsQRM tt0078723
0 nm0000229 GurNiNV5XvY tt0181689
0 nm0000229 H6DqWP733F4 tt0102057
0 nm0000229 HYOjY7JJDBI tt0264464
0 nm0000229 HYtuw0c3dJ4 tt0075860
0 nm0000229 IHLzITVRlCo tt0181689
0 nm0000229 JeeZA4B1qyI tt0075860
0 nm0000229 JsJxIoFu2wo tt0102057
0 nm0000229 K1R4hHq8yr4 tt0367882
0 nm0000229 KAeAqaA0Llg tt0264464
0 nm0000229 LYtSsBCYByk tt0075860
0 nm0000229 Le9uGkbtxHk tt0120815
0 nm0000229 LvAIBDGIYE0 tt0120815
0 nm0000229 MgL18hwJZ0A tt0408306
0 nm0000229 Np4OojYGixI tt0097576
0 nm0000229 O71paEZERHg tt0264464
0 nm0000229 O7S9X8e2uhA tt0983193
0 nm0000229 OqSg7WO4tT4 tt0120815
0 nm0000229 OuH_qx192js tt0075860
0 nm0000229 Ow8mG8qutkw tt0264464
